Street,City,County,State,Zipcode,Price,WalkScore,Bike_Score,Beds,Bath,Sqft,Property_Type,Year_Built,Status
1832 park st,St. helena,Napa-County,Ca,94574,1084000.0,49,83.0,3.0,1.5,1800.0,Single family residential,1910.0,Active
6004 monticello rd #52,Napa,Napa-County,Ca,94558,99950.0,5,0.0,2.0,2.0,1440.0,Mobile/manufactured home,1977.0,Active
704 hunt ave,St. helena,Napa-County,Ca,94574,2450000.0,63,86.0,3.0,2.5,2426.0,Single family residential,2000.0,Active
6 del campo ct,St. helena,Napa-County,Ca,94574,225000.0,20,65.0,2.0,2.0,1248.0,Mobile/manufactured home,1986.0,Active
1186 meadowcreek cir,St. helena,Napa-County,Ca,94574,1795000.0,16,67.0,3.0,2.0,2078.0,Single family residential,1998.0,Active
6 del rio ct,St. helena,Napa-County,Ca,94574,220000.0,19,61.0,2.0,2.0,1584.0,Mobile/manufactured home,1986.0,Active
3307 lake county hwy,Calistoga,Napa-County,Ca,94515,1570000.0,0,1.0,3.0,3.0,2098.0,Single family residential,1968.0,Active
69 lerner dr,Calistoga,Napa-County,Ca,94515,1775000.0,34,28.0,3.0,2.0,1892.0,Single family residential,1963.0,Active
6220 dry creek rd,Napa,Napa-County,Ca,94558,2300000.0,0,1.0,2.0,2.0,2097.0,Single family residential,1969.0,Active
33 autumn creek ct,Napa,Napa-County,Ca,94559,1180000.0,26,28.0,3.0,2.0,1634.0,Single family residential,1999.0,Active
2065 stagecoach canyon rd,Pope valley,Napa-County,Ca,94567,345000.0,0,0.0,1.0,1.0,600.0,Single family residential,2011.0,Active
2594 harness dr,Pope valley,Napa-County,Ca,94567,339000.0,0,0.0,3.0,2.0,1560.0,Mobile/manufactured home,1991.0,Active
2171 w lincoln ave,Napa,Napa-County,Ca,94558,1399000.0,26,37.0,3.0,1.5,1704.0,Multi-family (2-4 unit),1897.0,Active
931 - 939 golden gate dr,Napa,Napa-County,Ca,94558,1525000.0,55,52.0,7.0,4.0,3659.0,Multi-family (5+ unit),1972.0,Active
421 trail ridge pl,Santa rosa,Napa-County,Ca,95409,1195000.0,2,6.0,3.0,2.5,2212.0,Single family residential,1988.0,Coming soon
3576 lake park dr,Santa rosa,Napa-County,Ca,95403,1298000.0,15,14.0,4.0,3.0,3066.0,Single family residential,1997.0,Active
5168 firestone pl,Santa rosa,Napa-County,Ca,95409,549000.0,62,57.0,3.0,2.5,1467.0,Townhouse,1981.0,Active
4476 green valley rd,Fairfield,Napa-County,Ca,94534,1497500.0,10,0.0,2.0,2.5,2409.0,Single family residential,1953.0,Active
5895 mountain hawk dr,Santa rosa,Napa-County,Ca,95409,1500000.0,12,13.0,4.0,4.0,3222.0,Single family residential,2001.0,Active
10512 rosa trl,Kelseyville,Napa-County,Ca,95451,699500.0,0,0.0,4.0,4.0,3450.0,Single family residential,1991.0,Active
15985 41st ave,Clearlake,Napa-County,Ca,95422,169000.0,19,10.0,3.0,2.0,1400.0,Manufactured on land,1977.0,Active
7328 circle dr,Rohnert park,Napa-County,Ca,94928,649000.0,40,45.0,4.0,2.0,1740.0,Single family residential,1976.0,Active
2004 blackjack way,Santa rosa,Napa-County,Ca,95407,874000.0,27,38.0,4.0,2.5,2152.0,Single family residential,2022.0,Active
633 daniels ave #76,Vallejo,Napa-County,Ca,94590,439000.0,41,52.0,4.0,2.5,1702.0,Townhouse,2003.0,Active
832 antiquity dr,Fairfield,Napa-County,Ca,94534,949999.0,10,44.0,5.0,3.0,3005.0,Single family residential,2005.0,Active
5660 kelsey pl,Rohnert park,Napa-County,Ca,94928,849000.0,16,39.0,3.0,2.5,1910.0,Single family residential,2019.0,Active
471 camellia ct,Benicia,Napa-County,Ca,94510,845000.0,8,12.0,4.0,2.0,1814.0,Single family residential,1988.0,Active
1428 flora st,Crockett,Napa-County,Ca,94525,896000.0,65,35.0,6.0,3.0,3034.0,Multi-family (2-4 unit),1908.0,Active
11903 hanley dr,Grass valley,Nevada-County,Ca,95949,470000.0,0,5.0,3.0,2.0,1536.0,Single family residential,1982.0,Active
10183 palisades dr #3,Truckee,Nevada-County,Ca,96161,779028.0,47,55.0,3.0,2.5,1868.0,Condo,2008.0,Active
10038 keiser ave,Truckee,Nevada-County,Ca,9661,1760000.0,62,58.0,7.0,4.0,3846.0,Single family residential,1898.0,Active
12715 greenwood dr,Truckee,Nevada-County,Ca,96161,799000.0,7,26.0,3.0,3.0,1836.0,"Residential, single family",1978.0,Active
16235 indian springs rnch,Grass valley,Nevada-County,Ca,95949,500000.0,5,0.0,3.0,3.5,2768.0,Single family residential,2006.0,Active
21141 cameron way,Grass valley,Nevada-County,Ca,95949,319000.0,3,1.0,2.0,1.5,1609.0,Single family residential,1974.0,Active
134 sparrow cir,Grass valley,Nevada-County,Ca,95945,472250.0,1,33.0,2.0,2.0,1358.0,Single family residential,2003.0,Active
24558 oro valley rd,Auburn,Nevada-County,Ca,95602,469000.0,6,26.0,2.0,2.5,1406.0,Single family residential,1978.0,Active
13155 falcon point pl,Truckee,Nevada-County,Ca,96161,1000000.0,28,37.0,3.0,2.0,2020.0,"Residential, single family",1973.0,Active
11189 sierra cir,Penn valley,Nevada-County,Ca,95946,300000.0,12,2.0,3.0,2.0,1152.0,Mobile/manufactured home,1982.0,Active
15875 shannon way,Nevada city,Nevada-County,Ca,95959,483000.0,3,2.0,2.0,3.0,1291.0,Single family residential,1979.0,Active
12274 lake wildwood dr,Penn valley,Nevada-County,Ca,95946,545000.0,3,22.0,3.0,2.0,1898.0,Single family residential,1981.0,Active
15342 kingsbury cir,Grass valley,Nevada-County,Ca,95949,330000.0,0,7.0,2.0,1.5,1200.0,Condo,1979.0,Active
Undisclosed address,Grass valley,Nevada-County,Ca,95945,140000.0,25,29.0,3.0,2.0,1248.0,Mobile/manufactured home,2004.0,Active
17463 state highway 49,Nevada city,Nevada-County,Ca,95959,550000.0,9,17.0,3.0,2.5,1544.0,Single family residential,1978.0,Active
20241 clydesdale rd,Grass valley,Nevada-County,Ca,95945,850000.0,0,0.0,3.0,2.0,1101.0,Single family residential,1994.0,Active
21310 rock mountain rd,Grass valley,Nevada-County,Ca,95949,815000.0,0,0.0,3.0,2.0,3145.0,Single family residential,2004.0,Active
13647 buttercup ct,Penn valley,Nevada-County,Ca,95946,428000.0,0,3.0,3.0,2.0,1344.0,Single family home,1989.0,Active
13102 hansel ave,Truckee,Nevada-County,Ca,96161,1850000.0,13,30.0,4.0,3.0,2901.0,"Residential, single family",1986.0,Active
14625 you bet rd,Grass valley,Nevada-County,Ca,95945,1075000.0,1,16.0,4.0,3.0,3904.0,Multi-family (2-4 unit),1979.0,Active
13832 adair ave,Grass valley,Nevada-County,Ca,95949,749000.0,0,0.0,4.0,3.5,3089.0,Single family residential,1981.0,Active
13780 country heights dr,Penn valley,Nevada-County,Ca,95946,875000.0,0,0.0,3.0,3.0,2515.0,Single family residential,1989.0,Active
11464 timothy way,Grass valley,Nevada-County,Ca,95949,579000.0,4,12.0,3.0,2.0,2386.0,Single family residential,1987.0,Active
15535 fay rd,Grass valley,Nevada-County,Ca,95949,875000.0,1,4.0,4.0,3.5,3602.0,Single family residential,1999.0,Active
10119 woodleaf cir,Grass valley,Nevada-County,Ca,95949,78000.0,3,1.0,2.0,2.0,1488.0,Mobile/manufactured home,1979.0,Active
10762 indian pine rd,Truckee,Nevada-County,Ca,96161,1175000.0,21,42.0,3.0,2.5,2013.0,"Residential, single family",1995.0,Active
